,game,release_date,genre,platforms,developer,esrb_rating,ESRBs,metascore,userscore,critic_reviews,user_reviews,num_players,summary
354,Resident Evil,"Mar 30, 1996","Action Adventure, Horror",Dreamcast,Capcom,M,Animated Blood and Gore Animated Violence,91,9.1,8,653,1 Player,"Raccoon City has been completely overrun by mutant beasts and bloodthirsty zombies. You are a member of S.T.A.R.S.--a rescue squad sent into the community to investigate the ominous mansion at the core of the disaster. Take the role of operative Jill Valentine or Chris Redfield and uncover the secrets behind a radical, genetic research facility. With an array of weapons to master and horrors around every corner, the ultimate test may be just to make it out alive."
355,Crusader Kings III,"Sep  1, 2020","Strategy, Real-Time, General",Dreamcast,Paradox Interactive,M,,91,8.3,61,570,Online Multiplayer Up to 64 Players,Paradox Development Studio brings you the sequel to one of the most popular strategy games ever made. Crusader Kings III is the heir to a long legacy of historical grand strategy experiences and arrives with a host of new ways to ensure the success of your royal house.
356,Psychonauts 2,"Aug 25, 2021","Action, Platformer, 3D, Beat-'Em-Up, Action Adventure, Open-World",Dreamcast,Double Fine Productions,T,,91,6.3,11,343,1 Player,"Razputin Aquato, trained acrobat and powerful young psychic, has realized his life long dream of joining the international psychic espionage organization known as the Psychonauts! But these psychic super spies are in trouble. Their leader hasn't been the same since he was kidnapped, and what's worse, there's a mole hiding in headquarters. Raz must use his powers to stop the mole before they execute their secret plan--to bring the murderous psychic villain, Maligula, back from the dead."
357,Battlefield 2,"Jun 21, 2005","Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",Dreamcast,Digital Illusions,T,Violence,91,8.4,55,1094,"1 Player, 64 Players Online","In Battlefield 2, players will choose to fight for one of three military superpowers: the United States, China, or the newly formed Middle East Coalition. Armed with the latest modern weaponry, players can take control of any of the game's 30+ vehicles to engage in major conflicts with over 100 players in some of the largest online battles on the PC. Battlefield 2 features immense, richly detailed, destructible environments, from city streets to remote forests, in some of the most notorious hot spots around the world. Each map in Battlefield 2 adjusts in scale to support the number of players in the world, providing the ideal vehicle-to-player ratio and an optimized game play experience.  Enhanced team play features allow players to enter the action on the front lines as part of a formal squad, or work behind the scenes in Commander Mode to direct the strategic assaults of their teammates.  With in-game success, players increase their rank from recruit all the way to General and unlock awards, including new weapons, vehicle decals, medals, and more. Additionally, Battlefield 2 showcases an all-new game engine and physics system to bring the modern battlefield to life like never before. The new material penetration feature measures weapons' ability to fire through barriers based on their composition and players will need to know the difference between concealment and cover in order to survive. [Electronic Arts]"
358,God of War Collection,"Nov 17, 2009","Miscellaneous, Action Adventure, Fantasy, Compilation, Compilation",Dreamcast,Bluepoint Games,M,,91,8.8,50,730,1 Player,"Two Epic Adventures of Conquest, Destiny, and Vengeance, God of War and God of War II, return for the first time on BluRay Disc! In God of War: Collection, players will experience the dark world of Ancient Greece through Kratos, a brutal warrior determined to murder the God of War and alter what no mortal has ever changed... fate itself. [SCEA]"
359,Celeste,"Jan 25, 2018","Action, Platformer, 2D",Dreamcast,Matt Makes Games Inc.,E10+,,91,7.6,7,418,1 Player,"Help Madeline survive her journey to the top of Celeste Mountain in this super-tight, hand-crafted platformer from the creators of TowerFall."
360,Madden NFL 2005,"Aug  9, 2004","Sports, Traditional, Football, Sim",Dreamcast,EA Tiburon,E,,91,8.0,30,84,"1-4 Players, 2 Players Online","Force the action on defense in Madden NFL 2005. New defensive tools allow you to make more plays and be in on all of the action. The all-new Hit Stick lets you lay the big hit to turn the momentum of the game in your favor. Modify pre-snap assignments, including double teams and player-specific match ups, for any defensive player on the field. With the new Storyline Central, you get the inside scoop around the league from radio host Tony Bruno, along with local and national newspapers, to help you make critical franchise decisions. New Hit Stick — Change the momentum of a game by using the right analog stick to make a huge hit, force a turnover, and send the crowd into a frenzy. Time it just right or you'll get burned for a big play. Enhanced Franchise Mode — Players now react to everything that happens in the franchise—reward a hard-working player by naming him team captain or trade away unhappy players. The new game-by-game progression system rewards players for their performance during the season. Your team's crowd is now customizable with new Create-a-Fan. Be on the lookout for team-specific super fans via all-new 3D fan scenes. New EA SPORTS Online - Take on the best Madden players in quick tournaments, or compete in a mini-game of Rushing Attack. Improved EA SPORTS Fair Play keeps the playing field level. [Electronic Arts]"
361,Tony Hawk's Pro Skater 3,"Nov 13, 2001","Sports, Alternative, Skateboarding",Dreamcast,Neversoft Entertainment,T,Blood Mild Lyrics Suggestive Themes,91,8.1,27,39,1 Player,"You may not be able to live like the legend, but now you can skate like him.  Skate as the legendary Tony Hawk or choose from a dream team of 12 top pro skaters, including old favorites like Lasek, Thomas, Muska, and Steamer, as well as new talent like Gilfberg, Caballero, Koston, and Mullen.  Or enjoy full customization abilities with the enhanced Create-a-Skater (now including female skaters) and the Skatepark Editor.  Travel from L.A. to Tokyo, Suburbia to Skater's Island performing challenges and meeting goals.  New moves include the Revert, which allows you to link vert tricks, and flatland tricks such as Caspers, the Primo, and Handstand Manual.  If you're good, you can even unlock hidden pro footage."
362,Street Fighter IV,"Jul  1, 2009","Action, Fighting, Fighting, 3D, 2D, 3D",Dreamcast,Capcom,T,Alcohol Reference Mild Suggestive Themes Violence,91,7.8,23,428,"1-2 Players, 2 Players Online","At the completion of the second World Warrior Tournament, the Shadaloo crime syndicate was left in ruins, its grandmasters defeated and scattered to the winds. Now, the mysterious Seth, CEO of the S.I.N. Corporation, has set up yet another tournament and invited a blend of old friends and new faces to battle again for the title of the world's strongest. With 25 characters (including the original 12 street fighters), a blend of 2D and 3D graphics, and the new focus-attack system, Street Fighter has returned with a vengeance."
363,Fallout 3,"Oct 28, 2008","Role-Playing, First-Person, First-Person, Western-Style",Dreamcast,Bethesda Game Studios,M,Blood and Gore Intense Violence Sexual Themes Strong Language Use of Drugs,91,7.8,48,4819,1 Player,"[Metacritic's 2008 PC Game of the Year] Vault-Tec engineers have worked around the clock on an interactive reproduction of Wasteland life for you to enjoy from the comfort of your own vault. Included is an expansive world, unique combat, shockingly realistic visuals, tons of player choice, and an incredible cast of dynamic characters. Every minute is a fight for survival against the terrors of the outside world – radiation, Super Mutants, and hostile mutated creatures. From Vault-Tec, America's First Choice in Post Nuclear Simulation. Vault 101 - Jewel of the Wastes. For 200 years, Vault 101 has faithfully served the surviving residents of Washington DC and its environs, now known as the Capital Wasteland. Though the global atomic war of 2077 left the US all but destroyed, the residents of Vault 101 enjoy a life free from the constant stress of the outside world. Giant Insects, Raiders, Slavers, and yes, even Super Mutants are all no match for superior Vault-Tec engineering. Yet one fateful morning, you awake to find that your father has defied the Overseer and left the comfort and security afforded by Vault 101 for reasons unknown. Leaving the only home you've ever known, you emerge from the Vault into the harsh Wasteland sun to search for your father, and the truth. [Bethesda Softworks]"
364,Batman: Arkham City,"Nov 21, 2011","Action Adventure, Fantasy, Fantasy, Open-World",Dreamcast,Rocksteady Studios,T,Alcohol Reference Blood Mild Language Suggestive Themes Use of Tobacco Violence,91,8.7,27,2750,1 Player,DC Comics' Dark Knight clashes with the Joker again in this sequel from Warner Bros. and Rocksteady Games. 
365,Fez,"May  1, 2013","Action, Platformer, Platformer, 2D, 2D",Dreamcast,Polytron Corp.,E,,91,6.7,11,1190,1 Player,"In Fez, you play as Gomez, a 2D creature living in what he believes is a 2D world. Until a strange and powerful artifact reveals to him the existence of a mysterious third dimension!"
366,Planescape: Torment,"Dec 14, 1999","Role-Playing, General, PC-style RPG, Western-Style",Dreamcast,Black Isle Studios,T,Animated Blood Suggestive Themes Violence,91,9.2,22,1097,1 Player,"Welcome to Sigil, the ""City of Doors"", a place with gates that lead anywhere in existence, provided you have the proper key. It is a neutral ground and watering hole for races across the multiverse, all under the watchful shadow of the Lady of Pain, the enigmatic ruler of the city. It is a place where the word is mightier than the sword, where thought defines reality, where belief has the power to reshape worlds and change the laws of physics. [Interplay]"
