Rating;Title;Text
4.0 out of 5 stars;Un caricabatterie USB compatto, di discreta praticità e funzionalità;"L'Apple Watch è lo smartwatch che indubbiamente preferisco tra quelli che utilizzo ed anche quello da cui raramente mi separo in viaggio e quando ho notato questo NEWDERY Caricabatterie USB MAGNETICO, mi ha incuriosito ed ho deciso di provarlo.Il dispositivo arriva in una compatta pratica confezione del marchio e non appena rimosso ho riscontrato una discreta QUALITA' progettuale e costruttiva, con la scelta di materiali validi, ben assemblati, nel realizzare un piccolo dispositivo che mi ha trasmesso da subito buone sensazioni di affidabilità.Utilizzo già altri dispositivi per ricaricare in viaggio il mio Apple Watch da 44 mm della serie 4, ma che rispetto a questo NEWDERY presentano una propria autonomia ovvero una batteria interna che qui manca.Ammetto che inizialmente avevo compreso che questo caricatore magnetico fosse simile ad altri, ovvero che durante un viaggio fosse sufficiente porre sopra l'orologio per avviare la ricarica, mentre si tratta di un pur sempre pratico SUPPORTO DI RICARICA che però necessita comunque di una ALIMENTAZIONE con PORTA USB.Tralasciando le mia iniziali perplessità, sull'effettivo vantaggio di avere un dispositivo da viaggio che sia esclusivamente un supporto e non un alimentatore ""autonomo"", messo alla prova questo NEWDERY ho da subito apprezzato di come l'innesto USB funzione con estrema sicurezza ed affidabilità, non solo collegandolo ad un computer, fisso o portatile, ma anche ovviamente ad un alimentatore da muro per smartphone ed anche, ovviamente, nella porta USB della mia auto.A parte poi la COLORAZIONE rosa quasi ""confetto"" che rendono questo dispositivo più femminile che maschile, mi è piaciuta la scelta di realizzarlo in stile portachiavi e quindi dotato di un gancio che ne facilità la trasportabilità, grazie a DIMENSIONI compatte.Il DESIGN non è male, semplice, linea e pulito, con un sistema di aggancio del TAPPO che evita la perdita della copertura dell'innesto USB oltre che per preservalo da sporcizie ed impurità o rotture, sebbene devo ammettere che avrei preferito un gancio posteriore più saldo, magari in acciaio rispetto ad un laccio in pelle sintetica che, sebbene risulta curato ed elegante, potrebbe nel tempo logorarsi e tagliarsi.Alla prova della RICARICA, posizionando il mio Apple Watch sulla base, ho riscontrato una buona potenza magnetica, paragonabile alla base originale e ad altri dispositivi di buona efficienza che utilizzo, con dei tempi di carica che ho trovato sufficientemente rapidi, in proporzione alla fonte a cui ho collegato il dispositivo, ovvero computer, caricatore ma muro oppure porta usb dell'auto.Nel complesso mi sento quindi di promuovere questo caricabatteria NEWDERY per la qualità ed affidabilità costruttiva, un dispositivo utile e pratico per un utilizzo in ufficio, in viaggio, in auto che però obbliga ad avere una fonte di elettricità, non essendo autonomo con una propria batteria interna. si tratta quindi di un valido aiuto ma che personalmente ritengo inferiore ad una base di ricarica per Apple Watch che può essere indipendente e quindi utilizzato in qualsiasi condizione e luogo, volendo anche in aperta campagna o sulla cima di una montagna.Per ciò che riguarda il PREZZO di 14.99 euro a cui questo NEWDERY viene al momento proposto (maggio 2021) valuto che sia equilibrato per le caratteristiche del prodotto e la sua affidabilità operativa.In quanto alla spedizione e consegna da parte di Amazon, sono state ancora una volta efficienti.Mi auguro che questa recensione possa esservi di aiuto e se avete dubbi o quesiti non esitate a chiedere."
4.0 out of 5 stars;Mein rundum-sorglos- Paket für unterwegs;Da ich meine Apple Watch 6 täglich laden muss und sie auch nachts trage,reicht die Zeit oft nicht aus, um sie ganz aufzuladen.Dann habe ich oft das Problem, dass der Ladestand der Watch kritisch wird, bevor ich sie zu Hause nachladen kann.Da ich nicht überall das sperrige Original- Ladegerät mit der langen Leitung mitnehmen möchte, war ich schon länger auf der Suche nach einer handlichen Lösung.Das Kriterium der Handlichkeit erfüllt das Newdery Ladegerät wirklich optimal. Kleiner geht es kaum. Das finde ich richtig toll!Ich kann das Ladegerät problemlos in jede Hosentasche stecken, wo es kaum Platz wegnimmt und überhaupt nicht stört.Auch macht es einen sehr robusten Eindruck, ist gut verarbeitet und es gibt keine störenden Grate.Nun habe ich endlich die Möglichkeit, die Watch unterwegs fast überall laden zu können, da geeignete USB- Steckplätze aufgrund des sehr geringen benötigten Ladestroms fast überall zu finden sind. So sind z.B. auch PC- oder Notebook- USB-Buchsen, oder eine sogar kleine Powerbanken geeignet.Mein einziger kleiner Kritikpunkt ist die Ladegeschwindigkeit.Um meine Watch von 16% auf 100% zu laden, hat es 2 Stunden + 42 Minuten gedauert.Das ist nicht extrem langsam, sondern bewegt sich auf einem Niveau, das auch viele einfache stationäre Ladegeräte haben.Aber mit dem Original- Ladegerät von Apple dauert eine Ladung nur 1,5 Stunden.Hier ist also noch Luft nach oben.Aber um die Watch kurz nachzuladen, um zu verhindern, dass sie sich aufgrund eines niedrigen Ladestandes abschaltet, reicht mir die Ladegeschwindigkeit aus.Diese bleibt über den gesamten Ladebereich bei ca. 1% Ladekapazitätssteigerung in 2 Minuten.Um 10% nachzuladen, dauert es ca. 20 Minuten.Ich kann das Ladegerät jedem empfehlen, der wie ich das Problem hat, mit der Akkuladung oft nicht über einen Tag zu kommen.
4.0 out of 5 stars;Comodo se non si ha a portata di mano il proprio caricatore.;Per quanto io non ami particolarmente il mondo Apple, in casa abbiamo comunque un Apple Watch e quindi mi sono incuriosito nel vedere questo NEWDERY Caricabatterie USB.Se devo essere onesto alla fine il suo lavoro lo fa più che bene.Decisamente molto compatto, se ci troviamo nelle canne con la batteria e siamo sul lavoro o in posti dove non abbiamo a portata il nostro caricatore originale, questo può risolvere egregiamente il problema.Come in ferie, invece di portarci dietro l'originale, ci basta una fonte USB e con questo oggettino non abbiamo problemi.Ovviamente la potenza e quindi velocità di ricarica dipendono dalla fonte alla quale ci colleghiamo.La forma è ben studiata per renderlo in meno ingombrante possibile.La parte magnetica è pressoché identica alla base originale.Le plastiche sono di qualità.Se siete persone che rimangono spesso a piedi con il proprio Apple Watch allora credo che questo oggettino vi possa aiutare.In ogni caso, è un idea carina e interessante.Io ve lo consiglio.
4.0 out of 5 stars;Lädt langsam .... aber es lädt!!;Ja die schnellste Möglichkeit eine Apple Watch zu laden ist das nicht, über das USB Ladegerät, dafür eine gute Möglichkeit für unterwegs.Meine Frau hat in der Handtasche eine kleine Powerbank und am Schlüsselbund das USB Ladegerätchen für die Watch ... Da kann sie immer mal wieder wenn sie die Watch gerade nicht braucht, sie wieder aufladen. Unterwegs.... aber halt langsam. Aber immerhin, es lädt und die Watch kommt so auch durchaus mal auf 3-4 Tage Akkulaufzeit oder gar eine Woche, weil sie immerwieder zwischendurch Saft bekommt.Klasse Gadget!!!(Ja, man kann auch ohne sowas leben!)
5.0 out of 5 stars;Perfect for trips away from home;"The media could not be loaded.
                



 A compact usb charger for an Apple Watch ⌚️ in pink.It can be plugged into any usb supply, like a phone charger, computer, a usb mains extension, mains usb wall socket, power bank etc.The charger has a strap attached, so you can connect a key ring to it, to attach it to your bag, belt loop etc. It’s small enough, to just keep in your power bank box, along with all your leads.It connects and charges my wife’s Apple Watch SE with no problems. Just as fast as a Apple charger. Plug it in at night, and fully charged in the morning.Handy pocket size for visiting friends and family, holidays, or for use in the office, even plug into your cars usb socket etc. Never have a flat watch again.A great price and I’m happy to recommend."
3.0 out of 5 stars;Small and portable;This made in China wireless charger simply plugs into an USB 3.0 socket and is good to go.  The plastic dust cap fits tightly and protects the metal parts.  It is not particularly fast but is an adequate emergency stand by.  It takes about 3 hours to fully charge my Apple SE series watch.  I was a bit worried as the charger and watch was really warm to the touch.  This will be useful as a back up charger only.
3.0 out of 5 stars;Gets hot;This made in China small watch charger is compatible with my SE Apple Watch.  It is simple to plug into a USB socket on your computer and leave it to charge.  The whole unit is 6cm long and 3.3mm wide.  The cap fits securely to the metal part and is attached by short length of plastic so you don't lose it.  It took about 2 hours to to reach 40% and got really warm.
3.0 out of 5 stars;Zu unflexibel in der Nutzung, wirklich nur Notlösung;Verpackt in einem kleinen Karton mit nicht unbedingt notwendigem Plastik-Formteil. Beiliegend das Ladegerät und ein Info-Blättchen (englisch) Abb.1.Wirklich viel zu beschreiben gibt es hier nicht, klein, mit einer kleinen Lederschlaufe und einer Schutzkappe versehen.Verarbeitung empfinde ich als befriedigend und nicht unbedingt zum Preis passend (Abb. 2).Praktischer Einsatz:Leider kann ich die vielen die positiven Beurteilungen nicht teilen.Das Teil funktioniert zwar und damit hört es für mich auch schon auf.Sieht man es als kleine Notlösung, oder als Reiselösung an, kann man zu dem Urteil kommen „OK“, aber rund 15,- € für die angebotene Haptik, nicht mehr als drei Sterne, hätte man wenigstens noch ein Kabel beigelegt, so das man auch jedes Standard-Ladegerät nutzen könnte, hätte ich noch ein Auge zugedrückt.Denn so ist faktisch nur im Waagerecht-Betrieb der Ladevorgang möglich.Kommen wir zum eigentlichen (meiner Meinung nach) Denkfehler der Konstruktion als solches. Aufladung primär am Notebook (Abb. 3), denn es wird eine waagerechte USB Buchse benötigt, oder eben doch noch ein zusätzliches Netzteil.Bei Letzterem, geht es dann los, denn es kann nicht jedes Standard-Netzteil genutzt werden, denn je nach Ausführung und vorhandener Netzsteckdose, ist ein waagerechtes Einstecken in ein Netzteil nicht möglich (vom Einstecken in PKW USB Buchsen, je nach PKW-Typ, mal ganz abgesehen).Von daher, wäre wenigstens noch ein Adapterkabel beigelegt, würde ich ein Auge zudrücken.Zusammenfassung:Für mich faktisch uninteressant, da zu unflexibel, mir ist die Kabellösung deutlich lieber, da ich hier dann jedes Standard Netzteil nutzen kann. Daher für mich persönlich, aus beschriebenen Grund, maximal 2 Sterne.Für den, der es als Notlösung ansieht, das sind dann vielleicht die meisten, vergebe ich auch maximal nur 3 Sterne, aufgrund der Inflexibilität. Wäre wenigstens noch ein kleines Adapterkabel dabei, könnte ich mich vielleicht zu 4 Sternen durchringen, so aber bleibe ich bei 3 Sternen.
4.0 out of 5 stars;Gadget utilissimo anche se con prestazioni non al TOP;Ho preso questo gadget perchè rappresenta ciò che io intendo per gadget utile. Se avete un Apple Watch la vostra preoccupazione principale è come ricaricarlo quando siete in giro. Con il suo alimentatore in dotazione direte. Ovviamente si! Pensato però di avere a disposizione un caricatore wireless che potete tenere come portachiavi e che se avere un cavo chilometrico potete inserire nella vostra USB del PC e usarlo per ricaricare al volo il vostro smartwatch. Questo gadget unisce davvero la praticità di un daget compatto e carino da vedere a la funzionalità di un caricabatterie wireless tradizionale. Unica pecca che non mi ha permesso di dare 5 stelle è la durata della ricarica che è davvero un pò lenta. Potevo aspettarmi di meglio? Direi di no. Se lo provate rimarrete stupiti dalla praticità.
4.0 out of 5 stars;lädt gefühlt langsamer als das Original;Meine Apple Watch (S3) funktioniert mit dem Ladegerät super. Hält magnetisch fest, der kurze USB Anschluss hat sich am Ende allerdings als eher unpraktisch erwiesen. Habe das ganze nun an ein USB Verlängerungskabel angeschlossen. So ist es für mich besser.Nun kann ich Abends am Nachttisch im Notfall fix meine Uhr anschließen und in der Nacht runternehmen und muss nicht immer in Flur rennen, wo sonst alle unsere Ladegeräte hängen.Die Farbe ist natürlich schick, aber spielte für mich keine Rolle.Weil es so klein ist, ist es aber auch schneller im Urlaub eingepackt. Praktisch, aber den kurzen USB Anschluss sollte man bedenken, wenn man es nicht gerade an den PC anschließen will. Gefühlt dauert das aufladen aber länger als beim Original. Vor allem das Schnellladen am Anfang… wirkt jedenfalls langsamer.
4.0 out of 5 stars;Erwartet keine Wunder ...;... aber für den Notfall oder für's Reisegepäck reicht es.Wir haben kein Apple, aber unsere Kinder und oft kommt es vor, dass der Akku geladen werden muss, selten auch mal jener, von der Uhr. Da kam jenes Teil wie gerufen. Komplett aufladen ist hier auch nicht nötig, aber ein paar Prozent, wenn man zum Kaffee vorbei kommt, reichen ja auch vollkommen.Für mehr sollte man dann doch aufs Original zurück greifen.
4.0 out of 5 stars;Accesorio realmente útil y bien parido...;Yo soy de Android.Tengo todo Samsung, entre tablet, teléfonos, reloj, auriculares...Mi teléfono, es un Note 10 Plus y me permite cargar mi reloj o auriculares con tecnología inalambrica con carga inversa si le tengo que dar un chute a uno de ellos. Es una función la mar de útil!Esto, en un Iphone, a día de hoy, no es posible.Apple no permite que sus teléfonos carguen otros dispositivos. Bastante tienen ya con llegar al final del dia como para alimentar a otros equipos!Pues este aparatito tan sencillo, permite que, con cualquier power bank o con un portátil, puedas cargar el reloj en cualquier sitio sin tener que llevarte el cargador que trae por defecto.Es como llevarte un pendrive en el bolsillo y un power bank para tus emergencias, y si te quedas colgado, darle un empujoncito.La verdad es que esta bien parido, la calidad es buena y el ritmo de carga es algo lento, pero suficiente para el reloj. A razón de 2w, con una entrada de 5v y 1A.Por el precio que tiene, el tamaño y lo apañado que es, es uno de esos accesorios que puedes llevar en el coche por si acaso y así evitar llevar el reloj apagado el resto del dia si no lo pusiste a cargar la noche previa.Incluso para tenerlo en la oficina y darle un chute para que te llegue al final del día...Yo se lo he dado a mi hermano, que así como yo soy de Android, él es Iphonero y le ha venido de perlas, sobre todo porque no tenía ni idea de que esto existía. Comprará uno más para tenerlos repartidos entre el trabajo, la casa, etc...
4.0 out of 5 stars;Nützliches „immerdabei“ Gadget;Das Ladegerät ist schön klein und passt in jede Tasche oder auch an den Schlüsselanhänger.An meinem MacBook funktioniert es einwandfrei. Allerdings benötige ich dafür einen Adapter auf USB C. Die Schnellladefunktion  bleibt dabei erhalten.Das ist auch mein einziger Kritikpunkt: Warum wurde ein USB A verbaut? Für ein Apple Ladegerät hätte ich es für stimmiger gehalten, auf einen USB C Anschluss zu setzen. Bis auf die kleine Einschränkung eine gut umgesetzte Idee.
